org_id,name,band,callsign,tagline,network_name,eformat,estatus,music_only
488,South Carolina Public Radio,FM,WEPR,South Carolina Public Radio,South Carolina Public Radio,,1,False
778,WSSB,FM,WSSB,South Carolina's Jazz Station,,Jazz,1,True
199,KUAR,FM,KUAR,News And Culture For Arkansas,KUAR,,1,False
197,KUAF,FM,KUAF,KUAF - Your indispensable connection to the world,,Public Radio,1,False
11,KASU,FM,KASU,"Music, News, Arts, and Views",,Public Radio,1,False
63,Red River Radio,FM,KBSA,Your source for great music and in-depth news.,Red River Radio,,1,False
200,KLRE,FM,KLRE,Classical Music For Central Arkansas,,Classical,1,True
725,WYPR - 88.1 FM Baltimore,FM,WYPR,WYPR 88.1 FM Your NPR News Station,,Public Radio,1,False
1162,WAMU 88.5,FM,WRAU,,WAMU 88.5,Public Radio,1,False
361,WEAA,FM,WEAA,WEAA 88.9 FM The Voice Of The Community,,Jazz,1,True
608,Delmarva Public Radio,FM,WSCL,Fine Arts and Culture,,Classical,1,True
371,WESM 91.3 FM,FM,WESM,"Your Source for Jazz, Blues & NPR News",,Jazz,1,True
939,WTMD,FM,WTMD,Radio for Music People  -- 89.7 WTMD,,Adult Album Alternative,1,True
373,Classical WETA,FM,WGMS,Classical for Washington,Classical WETA,Classical,1,True
716,XPN,FM,WKHS,It's All About The Music,,Grade School (K-12),15,False
169,Alaska Public Media,FM,KSKA,Connecting Alaskans. Life Informed.,Alaska Public Media,,1,False
195,KTOO,FM,KTOO,Juneau's 24 hour news station,,Public Radio,9,False
196,KUAC,FM,KUAC,Public Radio for Alaska's Interior,,Public Radio,9,False
731,KNBA,FM,KNBA,Koahnic Broadcast Corporation,,Variety,9,True
816,KYUK,AM,KYUK,Bethel Broadcasting,,Public Radio,9,False
736,KBBI,AM,KBBI,Where the Sound Meets the Sea,,Public Radio,9,False
743,KIAL,FM,KUCB,Unalaska Community Broadcasting,,Public Radio,9,False
730,KDLL,FM,KDLL,Public Radio for the Central Kenai Peninsula,,Public Radio,9,False
1005,KRNN,FM,KRNN,Music and Arts from Alaska's Capital City,,Public Radio,9,False
1372,KDLG 670AM,FM,KDLG,Public Radio for Alaska's Bristol Bay,KDLG 670AM,Public Radio,9,False
820,Kotzebue Broadcasting,AM,KOTZ,The Voice of Northwest Alaska,,Public Radio,9,False
1422,KSKO,FM,KNKO,Kuskokwin Public Broadcasting,KSKO,Public Radio,9,False
1479,KODK-FM,FM,KODK,,,Public Radio,9,False
1491,KUUK-FM,FM,KUUK,,,Public Radio,9,False
1493,KORI-FM,FM,KORI,,,Public Radio,9,False
1496,KZNC-FM,FM,KZNC,,,Public Radio,9,False
1539,KNSA-AM,AM,KNSA,,,Public Radio,9,False
1540,KZPA-AM,AM,KZPA,,,Public Radio,9,False
1576,KTYU-FM,FM,KTYU,,,Public Radio,9,False
1582,KNIB-FM,FM,KNIB,,,Unknown Format,9,True
1726,KHUU-FM,FM,KHUU,,,Public Radio,9,False
1727,KSYU-FM,FM,KSYU,,,Public Radio,9,False
1728,KKET-FM,FM,KKET,,,Public Radio,9,False
18,KBRW,AM,KBRW,Public Radio from the Top of the World,,Public Radio,9,False
846,KSDP,AM,KSDP,Alaska Broadcasters Association,,Public Radio,9,False
152,KRBD,FM,KRBD,Ketchikan's Public Radio,,Public Radio,9,False
745,KSTK,FM,KSTK,Stikine River Radio,,Public Radio,9,False
734,KIYU,AM,KIYU,Big River Public Broadcasting Corp,,Public Radio,9,False
735,KHNS,FM,KHNS,The Voice of the Upper Lynn Canal,,Public Radio,9,False
739,KFSK,FM,KFSK,"Fish Head Community Radio, Petersburg, Alaska",,Public Radio,9,False
740,KCAW,FM,KCAW,Raven Radio Foundation,,Public Radio,9,False
741,KUHB,FM,KUHB,Voice of the Pribilof's,,Public Radio,9,False
742,KTNA,FM,KTNA,Talkeetna Community Radio Inc.,,Public Radio,9,False
744,KCHU,AM,KCHU,Public Radio for Prince William Sound and the Copper River Valley,,Public Radio,9,False
732,KCUK,FM,KCUK,The Native American Radio Service,,Public Radio,9,False
737,KMXT,FM,KMXT,Public Radio for the Kodiak Community.,,Public Radio,9,False
333,The Public's Radio,FM,WNPN,89.3 FM in Rhode Island and The Southcoast,The Public's Radio,,1,False
